BEseecheth	BEseecheth	vvz	BEseecheth	beseech	0
Commons	Commons	n2	Commons	commons	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
somewhat	somewhat	av	somewhat	somewhat	0
the	the	dt	the	the	0
soon	soon	n1	son	son	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
this	this	d	this	this	0
Afternoon	Afternoon	n1	Afternoon	afternoon	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
well	well	av	well	well	0
enough	enough	av-d	enough	enough	0
perform	perform	vvi	perform	perform	0
both	both	d	both	both	0
the	the	dt	the	the	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Vide	Vide	fw-la	Vide	vide	0
diem	diem	fw-la	diem	diem	0
praecedentem	praecedentem	fw-la	praecedentem	praecedentem	0
.	.	.	.	.	1
Two	Two	crd	Two	two	0
Bills	Bills	n2	Bills	bill	0
lastly	lastly	ord	lastly	last	0
had	had	vhn	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
read	read	vvn	read	read	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
enabling	enabling	vvg	enabling	enable	0
of	of	pp-f	of	of	0
Edmund	Edmund	np1	Edmund	Edmund	0
Mollineux	Mollineux	np1	Mollineux	Mollineux	0
Esq	Esq	np1	Esq	Esq	0
to	to	pc-acp	to	to	0
sell	sell	vvi	fell	sell	0
Lands	Lands	n2	Lands	land	0
for	for	p-acp	for	for	0
pay	pay	vvi	pay	pay	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Debts	Debts	n2	Debts	debt	0
and	and	cc	and	and	0
Legacies	Legacies	n2	Legacies	legacy	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
by	by	p-acp	by	by	0
Serjeant	Serjeant	np1	Serjeant	Serjeant	0
Drew	Drew	vvd	Drew	draw	0
and	and	cc	and	and	0
Dr	Dr	zz	Dr	dr	0
Carew	Carew	np1	Carew	Carew	0
.	.	.	.	.	1
Vide	Vide	fw-la	Vide	vide	0
concern	concern	vvb	concern	concern	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
on	on	p-acp	on	on	0
Tuesday	Tuesday	np1	Tuesday	Tuesday	0
the	the	dt	the	the	0
13th	13th	ord	13th	13th	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
17th	17th	ord	17th	17th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
foregoing	foregoing	vvg	foregoing	forego	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
Thursday	Thursday	np1	Thursday	Thursday	0
the	the	dt	the	the	0
20th	20th	ord	20th	20th	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
Mon	Mon	fw-fr	Mon	mon	0
∣	∣	sy	∣	∣	0
day	day	n1	day	day	0
the	the	dt	the	the	0
30th	30th	ord	30th	30th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
instant	instant	j-jn	instant	instant	0
January	January	np1	January	January	0
last	last	ord	last	last	0
past	past	vvd	passed	pass	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Wednesday	Wednesday	np1	Wednesday	Wednesday	0
the	the	dt	the	the	0
first	first	ord	first	first	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
February	February	np1	February	February	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
Intituled	Intituled	vvn	Entitled	entitle	0
An	An	dt	And	a	0
Act	Act	n1	Act	act	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reviving	reviving	vvg	reviving	revive	0
,	,	,	,	,	0
continu	continu	vvi	continue	continue	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
,	,	,	,	,	0
Explanation	Explanation	n1	Explanation	explanation	0
,	,	,	,	,	0
perfecting	perfecting	vvg	perfecting	perfect	0
and	and	cc	and	and	0
repealing	repealing	n-vvg	repealing	repeal	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
Statutes	Statutes	n2	Statutes	statute	0
was	was	vbds	was	be	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chief	Chief	j-jn	Chief	chief	0
Justice	Justice	n1	Justice	justice	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Amendments	Amendments	n2	Amendments	amendment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
presently	presently	av-j	presently	present	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mandment	mandment	n1	mandment	mandment	0
given	given	vvn	given	give	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prepared	prepared	vvn	prepared	prepare	0
ready	ready	j	ready	ready	0
in	in	p-acp	in	in	0
written	written	j-vvn	written	write	0
Paper	Paper	n1	Paper	paper	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
third	third	ord	third	three	0
reading	reading	vvg	reading	read	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
agreed	agreed	vvn	agreed	agree	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Conference	Conference	n1	Conference	conference	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
Bill	Bill	n1	Bill	bill	0
upon	upon	p-acp	upon	upon	0
Friday	Friday	np1	Friday	Friday	0
Morning	Morning	n1	Morning	morning	0
next	next	ord	next	next	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
establishing	establishing	vvg	establishing	establish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lands	Lands	n2	Lands	land	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
John	John	np1	John	John	0
Bedford's	Bedford's	npg1	Bedford's	Bedford	0
Will	Will	n1	Will	will	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secundâ	secundâ	fw-la	secundâ	secundâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
committed	committed	vvn	committed	commit	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
said	said	vvd	said	say	0
Committees	Committees	n2	Committees	committee	0
were	were	vbdr	were	be	0
appoin	appoin	vvb	appoint	appoint	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
presently	presently	av-j	presently	present	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
little	little	j	little	little	0
Chamber	Chamber	n1	Chamber	chamber	0
near	near	av-j	near	near	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
returning	returning	vvg	returning	return	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Amendments	Amendments	n2	Amendments	amendment	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Proviso	Proviso	n1	Proviso	proviso	0
thought	thought	vvd	thought	think	0
meet	meet	vvi	meet	meet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Bill	Bill	n1	Bill	bill	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Amend	Amend	vvb	Amend	amend	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
and	and	cc	and	and	0
Proviso	Proviso	n1	Proviso	proviso	0
were	were	vbdr	were	be	0
forthwith	forthwith	av	forthwith	forthwith	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
thereupon	thereupon	av	thereupon	thereupon	0
commanded	commanded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
grossed	grossed	vvn	grossed	gross	0
.	.	.	.	.	1
Two	Two	crd	Two	two	0
Bills	Bills	n2	Bills	bill	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
reading	reading	vvg	reading	read	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
second	second	ord	second	second	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
Confirmation	Confirmation	n1	Confirmation	confirmation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jointure	Jointure	n1	Jointure	jointure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lady	Lady	n1	Lady	lady	0
Varney	Varney	np1	Varney	Varney	0
Wife	Wife	n1	Wife	wife	0
of	of	pp-f	of	of	0
Sir	Sir	n1	Sir	sir	0
Edmund	Edmund	np1	Edmund	Edmund	0
Varney	Varney	np1	Varney	Varney	0
,	,	,	,	,	0
was	was	vbds	was	be	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Shrewsbury	Shrewsbury	np1	Shrewsbury	Shrewsbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
mittees	mittees	n2	mittees	mittee	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Amendments	Amendments	n2	Amendments	amendment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
presently	presently	av-j	presently	present	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
commanded	commanded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
engrossed	engrossed	vvn	engrossed	engross	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
lastly	lastly	ord	lastly	last	0
concerning	concerning	vvg	concerning	concern	0
Garret	Garret	n1	Garret	garret	0
de	de	dt	the	the	0
Malynes	Malynes	n1	Malynes	malynes	0
and	and	cc	and	and	0
John	John	np1	John	John	0
Hunger	Hunger	n1	Hunger	hunger	0
,	,	,	,	,	0
Merchants	Merchants	n2	Merchant's	merchant	0
Strangers	Strangers	n2	Strangers	stranger	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secundâ	secundâ	fw-la	secundâ	secundâ	0
vice	vice	fw-la	vice	vice	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
parties	parties	n2	parties	party	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
heard	heard	vvn	herd	hear	0
openly	openly	av-j	openly	open	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
House	House	n1	House	house	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Councel	Councel	n1	Council	council	0
Learned	Learned	vvn	Learned	learn	0
on	on	p-acp	on	on	0
Friday	Friday	np1	Friday	Friday	0
Morning	Morning	n1	Morning	morning	0
next	next	ord	next	next	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Friday	Friday	np1	Friday	Friday	0
the	the	dt	the	the	0
third	third	ord	third	three	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
February	February	np1	February	February	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
day	day	n1	day	day	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
last	last	ord	last	last	0
continued	continued	vvn	continued	continue	0
on	on	p-acp	on	on	0
Wednesday	Wednesday	np1	Wednesday	Wednesday	0
foregoing	foregoing	vvg	foregoing	forego	0
,	,	,	,	,	0
Three	Three	crd	Three	three	0
Bills	Bills	n2	Bills	bill	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
reading	reading	vvg	reading	read	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
establishing	establishing	vvg	establishing	establish	0
the	the	dt	the	the	0
Lands	Lands	n2	Lands	land	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
John	John	np1	John	John	0
Bedford's	Bedford's	npg1	Bedford's	Bedford	0
Will	Will	n1	Will	will	0
&c.	&c.	av	etc.	etc	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
by	by	p-acp	by	by	0
Serjeant	Serjeant	np1	Serjeant	Serjeant	0
Drew	Drew	vvd	Drew	draw	0
and	and	cc	and	and	0
Doctor	Doctor	n1	Doctor	doctor	0
Stanhop	Stanhop	np1	Stanhop	Stanhop	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Amendments	Amendments	n2	Amendments	amendment	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Proviso	Proviso	n1	Proviso	proviso	0
added	added	vvd	added	add	0
.	.	.	.	.	1
The	The	dt	The	the	0
Amendments	Amendments	n2	Amendments	amendment	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Proviso	Proviso	n1	Proviso	proviso	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
recovering	recovering	vvg	recovering	recover	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
Acres	Acres	n2	Acres	acre	0
more	more	dc	more	more	0
or	or	cc	or	or	0
less	less	dc	less	less	0
of	of	pp-f	of	of	0
Waste	Waste	j	Waste	waste	0
Marish	Marish	j	Marish	marish	0
and	and	cc	and	and	0
Watery	Watery	j	Watery	watery	0
grounds	grounds	n2	grounds	ground	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
were	were	vbdr	were	be	0
this	this	d	this	this	0
day	day	n1	day	day	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
Commandment	Commandment	n1	Commandment	commandment	0
given	given	vvn	given	give	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Amend	Amend	vvb	Amend	amend	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Paper	Paper	n1	Paper	paper	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
viso	viso	fw-it	viso	viso	0
ingrossed	ingrossed	vvn	ingrossed	ingross	0
in	in	p-acp	in	in	0
Parchment	Parchment	n1	Parchment	parchment	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
third	third	ord	third	three	0
reading	reading	vvg	reading	read	0
.	.	.	.	.	1
Four	Four	crd	Four	four	0
Bills	Bills	n2	Bills	bill	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
concerning	concerning	vvg	concerning	concern	0
a	a	dt	a	a	0
Lease	Lease	n1	Lease	lease	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
yearly	yearly	j	yearly	yearly	0
value	value	n1	valve	value	0
procured	procured	vvd	procured	procure	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
passed	passed	vvn	passed	pass	0
from	from	p-acp	from	from	0
her	her	po31	her	her	0
Majesty	Majesty	n1	Majesty	majesty	0
by	by	p-acp	by	by	0
Wil	Wil	np1	Wil	Will	0
∣	∣	sy	∣	∣	0
liam	liam	fw-la	liam	liam	0
Kirkham	Kirkham	np1	Kirkham	Kirkham	0
the	the	dt	the	the	0
younger	younger	jc	younger	young	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
against	against	p-acp	against	against	0
deceitful	deceitful	j	deceitful	deceitful	0
stretching	stretching	n-vvg	stretching	stretch	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
∣	∣	sy	∣	∣	0
tering	tering	j-vvg	tering	tere	0
of	of	pp-f	of	of	0
Northern	Northern	j	Northern	northern	0
Cloths	Cloths	n2	Clothes	clothes	0
was	was	vbds	was	be	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Shrewsbury	Shrewsbury	np1	Shrewsbury	Shrewsbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Committees	Committees	n2	Committees	committee	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Amendments	Amendments	n2	Amendments	amendment	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Proviso	Proviso	n1	Proviso	proviso	0
thought	thought	vvd	thought	think	0
meet	meet	vvi	meet	meet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
mendments	mendments	n2	mendments	mendment	0
and	and	cc	and	and	0
Proviso	Proviso	n1	Proviso	proviso	0
were	were	vbdr	were	be	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commandment	Commandment	n1	Commandment	commandment	0
given	given	vvn	given	give	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Amendments	Amendments	n2	Amendments	amendment	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Paper	Paper	n1	Paper	paper	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Proviso	Proviso	n1	Proviso	proviso	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
grossed	grossed	vvn	grossed	gross	0
in	in	p-acp	in	in	0
Parchment	Parchment	n1	Parchment	parchment	0
ready	ready	j	ready	ready	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
third	third	ord	third	three	0
read	read	vvd	read	read	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
.	.	.	.	.	1
The	The	dt	The	the	0
Councel	Councel	n1	Council	council	0
Learned	Learned	j	Learned	learned	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Garrett	Garrett	np1	Garrett	Garrett	0
de	de	dt	the	the	0
Malynes	Malynes	n1	Malynes	malynes	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
John	John	np1	John	John	0
Hunger	Hunger	n1	Hunger	hunger	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
was	was	vbds	was	be	0
openly	openly	av-j	openly	open	0
this	this	d	this	this	0
day	day	n1	day	day	0
heard	heard	vvn	herd	hear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
House	House	n1	House	house	0
.	.	.	.	.	1
I	I	sy	I	i	0
ide	ide	pns11|vmd	idem	I|will	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
cerning	cerning	j	cerning	cerning	0
this	this	d	this	this	0
Bill	Bill	n1	Bill	bill	0
in	in	p-acp	in	in	0
fine	fine	j	fine	fine	0
diei	diei	fw-la	diei	diei	0
praecedentis	praecedentis	fw-la	praecedentis	praecedentis	0
.	.	.	.	.	1
Report	Report	n1	Report	report	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Conference	Conference	n1	Conference	conference	0
was	was	vbds	was	be	0
between	between	p-acp	between	between	0
their	their	po32	their	their	0
Lordships	Lordships	n2	Lordship's	lordship	0
and	and	cc	and	and	0
certain	certain	j	certain	certain	0
select	select	j	select	select	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
viving	viving	j-vvg	viving	vive	0
,	,	,	,	,	0
continuing	continuing	vvg	continuing	continue	0
and	and	cc	and	and	0
repealing	repealing	n-vvg	repealing	repeal	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
Sta	Sta	np1	Sta	Sta	0
∣	∣	sy	∣	∣	0
tutes	tutes	n2	tutes	tute	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
was	was	vbds	was	be	0
referred	referred	vvn	referred	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chief	Chief	j-jn	Chief	chief	0
Justice	Justice	n1	Justice	justice	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
further	further	jc	further	further	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
deration	deration	n1	deration	deration	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
4th	4th	ord	4th	four	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
February	February	np1	February	February	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
concerning	concerning	vvg	concerning	concern	0
Broakers	Broakers	n2	Brokers	broker	0
and	and	cc	and	and	0
Pawn-takers	Pawn-takers	n2	Pawntakers	pawntaker	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
deceitful	deceitful	j	deceitful	deceitful	0
tentering	tentering	vvg	tentering	tenter	0
of	of	pp-f	of	of	0
Northern	Northern	j	Northern	northern	0
Cloths	Cloths	n2	Clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
reviving	reviving	vvg	reviving	revive	0
,	,	,	,	,	0
continuance	continuance	n1	continuance	continuance	0
and	and	cc	and	and	0
perfecting	perfecting	vvg	perfecting	perfect	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
Statutes	Statutes	n2	Statutes	statute	0
were	were	vbdr	were	be	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
read	read	vvd	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
passed	passed	vvd	passed	pass	0
the	the	dt	the	the	0
House	House	n1	House	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
two	two	crd	two	two	0
latter	latter	d	latter	latter	0
